author_id,speaker_name,speaker_occupation,speaker_description
421,Henry Markram,Neuroscientist,"Henry Markram is director of Blue Brain, a supercomputing project that can model components of the mammalian brain to precise cellular detail -- and simulate their activity in 3D. Soon he'll simulate a whole rat brain in real time."
422,Adam Savage,Maker,"Adam Savage is an internationally renowned television producer, host and public speaker."
423,Bruce McCall,Humorist,"Illustrator and humorist Bruce McCall paints our imagined future -- a supercharged, streamlined fantasyland that teeters on the edge of hysteria."
424,Kamal Meattle,Business owner and activist,"With its air-filtering plants and sustainable architecture, Kamal Meattle's office park in New Delhi is a model of green business. Meattle himself is a longtime activist for cleaning up India's air."
425,John Wooden,Coach,"John Wooden, affectionately known as Coach, led UCLA to record wins that are still unmatched in the world of basketball. Throughout his long life, he shared the values and life lessons he passed to his players, emphasizing success that’s about much more than winning."
426,C.K. Williams,Poet,"Often called a social poet, C.K. Williams was fascinated by the characters of modern civilization and their interactions."
428,Christopher C. Deam,Designer,"A fascination with clean lines, modern materials and tiny houses made Christopher C. Deam the perfect designer to rethink the Airstream trailer right down to its aluminum skin."
429,Nathaniel Kahn,Filmmaker,"Nathaniel Kahn is an Oscar- and Emmy-nominated maker of documentary films. His journey to understand his distant father -- the legendary modern architect Louis Kahn -- became the film ""My Architect."""
430,Emily Levine,Philosopher-comic,"Humorist, writer and trickster Emily Levine riffs on science and the human condition."
431,Renny Gleeson,Skeptimist,"Renny Gleeson helps navigate brands through fresh concepts, such as viral marketing and social media, to find the pulse of the modern consumer."
432,Gregory Stock,Author,"Dr. Gregory Stock's levelheaded look at the hotpoints where tech and ethics connect (or short circuit) have made him a popular guest on TV and radio. He directs the Program on Science, Technology, and Society at UCLA."
433,Tim Ferriss,Investor,"Tim Ferriss is an early-stage tech investor, best-selling author and podcaster."
434,Matthew Childs,Marketer,Matthew Childs is an advertising lead at Razorfish. He is a lifelong rock climber and climbing guide.
436,Niels Diffrient,Designer,"Design legend Niels Diffrient is the creator of the Freedom Chair, a radical rethink of the way we sit today. Throughout his career, he's been a pioneer of ergonomic design -- studying the human body (in all its shapes and sizes) and how to make it comfortable."
437,Erik Hersman,Technologist,Erik Hersman harnesses Africa’s boundless spirit of innovation by creating platforms to improve daily lives both inside and outside the continent.
438,Ben Katchor,Cartoonist,"The first MacArthur-winning cartoonist, Ben Katchor has collected both cult and mainstream hat tips for his wry, poetic creations that find uncanny humor (and color) in the commonplace deeds of a bygone New York City."
439,Michael Merzenich,Neuroscientist,Michael Merzenich studies neuroplasticity -- the brain's powerful ability to change itself and adapt -- and ways we might make use of that plasticity to heal injured brains and enhance the skills in healthy ones.
440,Sean Gourley,Physicist and military theorist,"Sean Gourley, trained as a physicist, has turned his scientific mind to analyzing data about a messier topic: modern war and conflict. He is a TED Fellow."
444,Mae Jemison,Astronaut,"Astronaut Dr. Mae Jemison‘s inclusive, audacious journey to improving life here on earth and beyond is paving the way for human interstellar travel."
445,Tom Shannon,Sculptor,Tom Shannon's mixed-material sculpture seems to levitate -- often it actually does -- thanks to powerful magnets and clever arrangements of suspension wire. He designed the TED Prize trophy.
446,Joachim de Posada,Speaker and author,"Joachim de Posada was a speaker and motivational coach. He was the author of ""How to Survive Among the Piranhas"" and ""Don't Eat the Marshmallow ... Yet."""
447,Michelle Obama,First Lady of the United States,"First Lady Michelle Obama, a lawyer and administrator, is an advocate for working parents and education for girls all around the world."
448,Kaki King,Guitarist,"Kaki King combines jaw-dropping guitar work with dreamy, searching songwriting."
450,Felix Dennis,Publisher,"Former hippie, former jailbird, former aficionado of crack cocaine, Felix Dennis built one of the most successful privately owned magazine empires in the world."
451,Pete Alcorn,Media exec,"Pete Alcorn is the head of podcasting for Apple, and a veteran of the paper-publishing industry."
452,John La Grou,Inventor,"John La Grou, a long-time electronics inventor, audio designer and entrepreneur, wants to save lives (and energy) with a new, smarter type of electrical outlet."
453,Kevin Surace,Engineer,Kevin Surace is looking at the climate crisis from an engineer's perspective -- and creating products that prove there's no piece of our daily lives we can't redesign to be cleaner and greener.
454,Nancy Etcoff,Evolutionary psychologist,Nancy Etcoff is part of a new vanguard of cognitive researchers asking: What makes us happy? Why do we like beautiful things? And how on earth did we evolve that way?
455,Jane Poynter,Biospherian,"After weathering two years in Biosphere 2, Jane Poynter is trying to create technologies that allow us to live in hostile environments -- like outer space."
456,Diane Benscoter,Deprogrammer,"Diane Benscoter, an ex-Moonie, is now invested in finding ways to battle extremist mentalities and their potentially deadly consequences."
457,Qi Zhang,Organist,"Qi Zhang is a Master's candidate at University of Southern California's Thornton School of Music, and an award-winning international organist."
458,Chimamanda Ngozi Adichie,Novelist,"Inspired by Nigerian history and tragedies all but forgotten by recent generations of westerners, Chimamanda Ngozi Adichie’s novels and stories are jewels in the crown of diasporan literature."
459,James Balog,Photographer,"James Balog's latest work, the Extreme Ice Survey, captures the twisting, soaring forms of threatened wild ice."
461,Rory  Bremner,Comedian,"One of the UK's sharpest funny men, Rory Bremner exposes the lunacies of modern politics with devilishly clever political satire and spot-on impressions of leaders from around the world."
462,Stefana Broadbent,Tech anthropologist,"Stefana Broadbent watches us while we communicate, work and go about our daily lives. She is one of a new class of ethnographers who study the way our social habits and relationships function and mutate in the digital age."
463,Steven Cowley,Physicist,Steven Cowley directs the UK's leading fusion research center. Soon he'll helm new experiments that may make cheap fusion energy real on a commercial scale.
464,Alain de Botton,Philosopher,Through his witty and literate books -- and his new School of Life  -- Alain de Botton helps others find fulfillment in the everyday.
466,Cary Fowler,Biodiversity archivist,"Biodiversity warrior Cary Fowler wants to save the world from agricultural collapse, one seed at a time."
469,Lewis Pugh,Coldwater swimmer,"Pushing his body through epic cold-water swims, Lewis Gordon Pugh wants to draw attention to our global climate. He's just back from swimming in a meltwater lake on the slopes of Mount Everest."
471,Paul Romer,Chief Economist and Senior Vice President,Paul Romer's research on catch-up growth in low- and middle-income countries has emphasized the importance of government policies that encourage orderly urban expansion.
472,Eric Sanderson,Landscape ecologist,"Armed with an 18th-century map, a GPS and reams of data, Eric Sanderson has re-plotted the Manhattan of 1609, just in time for New York's quadricentennial."
